antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,merged,Patterns
['BUTTON'],['DIVIDER'],0.7101449275362319,0.4492753623188406,0.36231884057971014,0.5102040816326531,1.1356155365371956,0.04326822096198274,1.1243961352657006,"['BUTTON', 'DIVIDER']","[473870, 319595, 2723, 2098714, 2288601, 4850, 2098731, 2722, 473960, 2288551, 2139478, 319468, 319395, 473825]"
['ICON'],['BUTTON'],0.2898550724637681,0.7101449275362319,0.2898550724637681,1.0,1.4081632653061225,0.08401596303297626,inf,"['ICON', 'BUTTON']","[2098594, 319595, 4802, 2098585, 2098629, 4851, 319640, 2288601, 319570, 2098810, 2098636, 319449, 2098818, 319537, 319546, 473539, 473596, 48666, 319468, 2726]"
['BUTTON'],['ICON'],0.7101449275362319,0.2898550724637681,0.2898550724637681,0.40816326530612246,1.4081632653061225,0.08401596303297626,1.1999000499750125,"['BUTTON', 'ICON']","[2098594, 319595, 4802, 2098585, 2098629, 4851, 319640, 2288601, 319570, 2098810, 2098636, 319449, 2098818, 319537, 319546, 473539, 473596, 48666, 319468, 2726]"
['IMAGE'],['BUTTON'],0.17391304347826086,0.7101449275362319,0.17391304347826086,1.0,1.4081632653061225,0.05040957781978575,inf,"['IMAGE', 'BUTTON']","[4824, 2098594, 4802, 2098810, 2098818, 4817, 319546, 4835, 2725, 2139478, 319468, 473646, 473655, 473736, 2726, 4847, 2288629, 2139479]"
['BUTTON'],['IMAGE'],0.7101449275362319,0.17391304347826086,0.17391304347826086,0.24489795918367344,1.4081632653061222,0.05040957781978575,1.0940070505287895,"['BUTTON', 'IMAGE']","[4824, 2098594, 4802, 2098810, 2098818, 4817, 319546, 4835, 2725, 2139478, 319468, 473646, 473655, 473736, 2726, 4847, 2288629, 2139479]"
['TAG'],['BUTTON'],0.34782608695652173,0.7101449275362319,0.3188405797101449,0.9166666666666666,1.290816326530612,0.07183364839319467,3.4782608695652155,"['TAG', 'BUTTON']","[473870, 4850, 319449, 4835, 473960, 473825]"
['BUTTON'],['TAG'],0.7101449275362319,0.34782608695652173,0.3188405797101449,0.44897959183673464,1.290816326530612,0.07183364839319467,1.183574879227053,"['BUTTON', 'TAG']","[473870, 4850, 319449, 4835, 473960, 473825]"
['TEXT'],['BUTTON'],0.782608695652174,0.7101449275362319,0.6231884057971014,0.7962962962962963,1.1213151927437641,0.06742281033396336,1.4229249011857703,"['TEXT', 'BUTTON']","[4824, 473870, 2098594, 319595, 2723, 4802, 2098585, 2098629, 4851, 2098714, 319373, 319640, 473769, 2288601, 319570, 2098810, 2098636, 4850, 319449, 473525, 2724, 2098818, 319537, 2098731, 2288387, 473664, 4817, 319546, 4835, 2288653, 473539, 2725, 473596, 2722, 473960, 2288551, 2139478, 319468, 319395, 473736, 4847, 2288629, 473722, 2139479, 473825]"
['BUTTON'],['TEXT'],0.7101449275362319,0.782608695652174,0.6231884057971014,0.8775510204081632,1.1213151927437641,0.06742281033396336,1.7753623188405792,"['BUTTON', 'TEXT']","[4824, 473870, 2098594, 319595, 2723, 4802, 2098585, 2098629, 4851, 2098714, 319373, 319640, 473769, 2288601, 319570, 2098810, 2098636, 4850, 319449, 473525, 2724, 2098818, 319537, 2098731, 2288387, 473664, 4817, 319546, 4835, 2288653, 473539, 2725, 473596, 2722, 473960, 2288551, 2139478, 319468, 319395, 473736, 4847, 2288629, 473722, 2139479, 473825]"
['TEXTBOX'],['BUTTON'],0.2608695652173913,0.7101449275362319,0.2608695652173913,1.0,1.4081632653061225,0.07561436672967861,inf,"['TEXTBOX', 'BUTTON']","[319595, 2723, 2098714, 319373, 2288601, 319570, 2098806, 2724, 2098731, 2725, 473596, 48666, 2722, 319468, 319395, 2726]"
['BUTTON'],['TEXTBOX'],0.7101449275362319,0.2608695652173913,0.2608695652173913,0.36734693877551017,1.4081632653061225,0.07561436672967861,1.1683029453015426,"['BUTTON', 'TEXTBOX']","[319595, 2723, 2098714, 319373, 2288601, 319570, 2098806, 2724, 2098731, 2725, 473596, 48666, 2722, 319468, 319395, 2726]"
['CHECKBOX'],['TEXT'],0.2898550724637681,0.782608695652174,0.2463768115942029,0.85,1.086111111111111,0.019533711405166965,1.4492753623188401,"['CHECKBOX', 'TEXT']","[473870, 2723, 2098714, 319373, 4850, 2724, 2098731, 2722, 473960, 319395]"
['TEXT'],['CHECKBOX'],0.782608695652174,0.2898550724637681,0.2463768115942029,0.3148148148148148,1.086111111111111,0.019533711405166965,1.0364277320799062,"['TEXT', 'CHECKBOX']","[473870, 2723, 2098714, 319373, 4850, 2724, 2098731, 2722, 473960, 319395]"
['ICON'],['DIVIDER'],0.2898550724637681,0.4492753623188406,0.2318840579710145,0.7999999999999999,1.7806451612903225,0.10165931526990127,2.753623188405796,"['ICON', 'DIVIDER']","[319595, 2288601, 2729, 319501, 319468]"
['DIVIDER'],['ICON'],0.4492753623188406,0.2898550724637681,0.2318840579710145,0.5161290322580645,1.7806451612903225,0.10165931526990127,1.4676328502415459,"['DIVIDER', 'ICON']","[319595, 2288601, 2729, 319501, 319468]"
['TAG'],['DIVIDER'],0.34782608695652173,0.4492753623188406,0.18840579710144928,0.5416666666666667,1.2056451612903227,0.03213610586011342,1.2015810276679844,"['TAG', 'DIVIDER']","[473870, 4850, 473960, 473825]"
['DIVIDER'],['TAG'],0.4492753623188406,0.34782608695652173,0.18840579710144928,0.41935483870967744,1.2056451612903227,0.03213610586011342,1.1231884057971016,"['DIVIDER', 'TAG']","[473870, 4850, 473960, 473825]"
['TEXT'],['DIVIDER'],0.782608695652174,0.4492753623188406,0.36231884057971014,0.46296296296296297,1.0304659498207887,0.010712035286704447,1.0254872563718143,"['TEXT', 'DIVIDER']","[473870, 473776, 319595, 2723, 2098714, 48667, 2288601, 4850, 2729, 2098731, 473614, 2722, 473960, 2288551, 2139478, 319501, 319468, 319395, 473825]"
['DIVIDER'],['TEXT'],0.4492753623188406,0.782608695652174,0.36231884057971014,0.8064516129032258,1.0304659498207884,0.010712035286704447,1.1231884057971009,"['DIVIDER', 'TEXT']","[473870, 473776, 319595, 2723, 2098714, 48667, 2288601, 4850, 2729, 2098731, 473614, 2722, 473960, 2288551, 2139478, 319501, 319468, 319395, 473825]"
['TEXTBOX'],['DIVIDER'],0.2608695652173913,0.4492753623188406,0.2028985507246377,0.7777777777777779,1.731182795698925,0.08569628229363581,2.4782608695652186,"['TEXTBOX', 'DIVIDER']","[319595, 2723, 2098714, 2288601, 2098731, 2722, 319501, 319468, 319395]"
['DIVIDER'],['TEXTBOX'],0.4492753623188406,0.2608695652173913,0.2028985507246377,0.4516129032258065,1.731182795698925,0.08569628229363581,1.3478260869565217,"['DIVIDER', 'TEXTBOX']","[319595, 2723, 2098714, 2288601, 2098731, 2722, 319501, 319468, 319395]"
['ICON'],['IMAGE'],0.2898550724637681,0.17391304347826086,0.15942028985507245,0.5499999999999999,3.1624999999999996,0.1090107120352867,1.8357487922705311,"['ICON', 'IMAGE']","[2098594, 4802, 2288531, 2098810, 2098818, 2729, 2728, 2727, 319546, 319501, 319468, 2726, 4788, 319415]"
['IMAGE'],['ICON'],0.17391304347826086,0.2898550724637681,0.15942028985507245,0.9166666666666666,3.1624999999999996,0.1090107120352867,8.52173913043478,"['IMAGE', 'ICON']","[2098594, 4802, 2288531, 2098810, 2098818, 2729, 2728, 2727, 319546, 319501, 319468, 2726, 4788, 319415]"
['ICON'],['TAG'],0.2898550724637681,0.34782608695652173,0.15942028985507245,0.5499999999999999,1.5812499999999998,0.058601134215500936,1.4492753623188404,"['ICON', 'TAG']","[319449, 4849, 4788, 319415]"
['TAG'],['ICON'],0.34782608695652173,0.2898550724637681,0.15942028985507245,0.4583333333333333,1.5812499999999998,0.058601134215500936,1.3110367892976589,"['TAG', 'ICON']","[319449, 4849, 4788, 319415]"
['ICON'],['TEXT'],0.2898550724637681,0.782608695652174,0.2898550724637681,1.0,1.2777777777777777,0.06301197227473218,inf,"['ICON', 'TEXT']","[2098594, 2098602, 319595, 4802, 2098585, 2098629, 4851, 4853, 2098611, 319640, 2288601, 2098779, 2288531, 319570, 2098810, 2098636, 319449, 2098801, 474095, 2098818, 473640, 2729, 319537, 2728, 4849, 473678, 473609, 473671, 2727, 319546, 473604, 473539, 473596, 319501, 319468, 2139511, 2139535, 4788, 319415, 2288684, 2139495, 2139480, 474089]"
['TEXT'],['ICON'],0.782608695652174,0.2898550724637681,0.2898550724637681,0.37037037037037035,1.2777777777777777,0.06301197227473218,1.1278772378516624,"['TEXT', 'ICON']","[2098594, 2098602, 319595, 4802, 2098585, 2098629, 4851, 4853, 2098611, 319640, 2288601, 2098779, 2288531, 319570, 2098810, 2098636, 319449, 2098801, 474095, 2098818, 473640, 2729, 319537, 2728, 4849, 473678, 473609, 473671, 2727, 319546, 473604, 473539, 473596, 319501, 319468, 2139511, 2139535, 4788, 319415, 2288684, 2139495, 2139480, 474089]"
['ICON'],['TEXTBOX'],0.2898550724637681,0.2608695652173913,0.2028985507246377,0.7000000000000001,2.6833333333333336,0.12728418399495905,2.4637681159420293,"['ICON', 'TEXTBOX']","[319595, 2288601, 319570, 2288631, 2727, 473596, 48666, 319501, 319468, 2726]"
['TEXTBOX'],['ICON'],0.2608695652173913,0.2898550724637681,0.2028985507246377,0.7777777777777779,2.6833333333333336,0.12728418399495905,3.1956521739130452,"['TEXTBOX', 'ICON']","[319595, 2288601, 319570, 2288631, 2727, 473596, 48666, 319501, 319468, 2726]"
['IMAGE'],['TEXT'],0.17391304347826086,0.782608695652174,0.17391304347826086,1.0,1.2777777777777777,0.03780718336483932,inf,"['IMAGE', 'TEXT']","[4824, 2098594, 4802, 4779, 2098642, 48667, 2288531, 2098810, 2098818, 2729, 2728, 2727, 4817, 319546, 4835, 2725, 2139478, 319501, 319468, 473736, 4788, 4847, 2288629, 319415, 2288641, 2139479]"
['TEXT'],['IMAGE'],0.782608695652174,0.17391304347826086,0.17391304347826086,0.2222222222222222,1.2777777777777777,0.03780718336483932,1.062111801242236,"['TEXT', 'IMAGE']","[4824, 2098594, 4802, 4779, 2098642, 48667, 2288531, 2098810, 2098818, 2729, 2728, 2727, 4817, 319546, 4835, 2725, 2139478, 319501, 319468, 473736, 4788, 4847, 2288629, 319415, 2288641, 2139479]"
['IMAGE'],['TEXTBOX'],0.17391304347826086,0.2608695652173913,0.15942028985507245,0.9166666666666666,3.513888888888889,0.11405166981726528,8.8695652173913,"['IMAGE', 'TEXTBOX']","[2727, 2725, 319501, 319468, 2726]"
['TEXTBOX'],['IMAGE'],0.2608695652173913,0.17391304347826086,0.15942028985507245,0.611111111111111,3.513888888888889,0.11405166981726528,2.124223602484472,"['TEXTBOX', 'IMAGE']","[2727, 2725, 319501, 319468, 2726]"
['TAG'],['TEXT'],0.34782608695652173,0.782608695652174,0.2898550724637681,0.8333333333333334,1.0648148148148149,0.017643352236925036,1.3043478260869565,"['TAG', 'TEXT']","[473870, 4779, 4850, 319449, 4849, 4835, 473960, 4788, 319415, 473825]"
['TEXT'],['TAG'],0.782608695652174,0.34782608695652173,0.2898550724637681,0.37037037037037035,1.0648148148148149,0.017643352236925036,1.0358056265984654,"['TEXT', 'TAG']","[473870, 4779, 4850, 319449, 4849, 4835, 473960, 4788, 319415, 473825]"
['TEXTBOX'],['TEXT'],0.2608695652173913,0.782608695652174,0.2608695652173913,1.0,1.2777777777777777,0.056710775047258966,inf,"['TEXTBOX', 'TEXT']","[319595, 2723, 2098714, 319373, 2288601, 319570, 2724, 2098731, 2727, 2725, 473596, 2722, 319501, 319468, 319395]"
['TEXT'],['TEXTBOX'],0.782608695652174,0.2608695652173913,0.2608695652173913,0.3333333333333333,1.2777777777777777,0.056710775047258966,1.1086956521739129,"['TEXT', 'TEXTBOX']","[319595, 2723, 2098714, 319373, 2288601, 319570, 2724, 2098731, 2727, 2725, 473596, 2722, 319501, 319468, 319395]"
"['AVATAR', 'DIVIDER']",['BUTTON'],0.2318840579710145,0.7101449275362319,0.21739130434782608,0.9375,1.3201530612244896,0.052720016803192576,4.637681159420289,"['AVATAR', 'DIVIDER', 'BUTTON']","[319595, 2288601, 4850, 473960]"
"['AVATAR', 'BUTTON']",['DIVIDER'],0.2898550724637681,0.4492753623188406,0.21739130434782608,0.75,1.6693548387096775,0.08716656164671285,2.2028985507246377,"['AVATAR', 'BUTTON', 'DIVIDER']","[319595, 2288601, 4850, 473960]"
"['DIVIDER', 'BUTTON']",['AVATAR'],0.36231884057971014,0.3333333333333333,0.21739130434782608,0.6,1.8,0.0966183574879227,1.6666666666666667,"['DIVIDER', 'BUTTON', 'AVATAR']","[319595, 2288601, 4850, 473960]"
['AVATAR'],"['DIVIDER', 'BUTTON']",0.3333333333333333,0.36231884057971014,0.21739130434782608,0.6521739130434783,1.8,0.0966183574879227,1.8333333333333333,"['AVATAR', 'DIVIDER', 'BUTTON']","[319595, 2288601, 4850, 473960]"
['DIVIDER'],"['AVATAR', 'BUTTON']",0.4492753623188406,0.2898550724637681,0.21739130434782608,0.4838709677419355,1.6693548387096775,0.08716656164671285,1.3759057971014494,"['DIVIDER', 'AVATAR', 'BUTTON']","[319595, 2288601, 4850, 473960]"
['BUTTON'],"['AVATAR', 'DIVIDER']",0.7101449275362319,0.2318840579710145,0.21739130434782608,0.3061224489795918,1.3201530612244896,0.052720016803192576,1.1069906223358907,"['BUTTON', 'AVATAR', 'DIVIDER']","[319595, 2288601, 4850, 473960]"
"['AVATAR', 'BUTTON']",['ICON'],0.2898550724637681,0.2898550724637681,0.21739130434782608,0.75,2.5875,0.1333753413148498,2.8405797101449277,"['AVATAR', 'BUTTON', 'ICON']","[319595, 2288601, 48666, 2726]"
"['AVATAR', 'ICON']",['BUTTON'],0.21739130434782608,0.7101449275362319,0.21739130434782608,1.0,1.4081632653061225,0.06301197227473218,inf,"['AVATAR', 'ICON', 'BUTTON']","[319595, 2288601, 48666, 2726]"
"['ICON', 'BUTTON']",['AVATAR'],0.2898550724637681,0.3333333333333333,0.21739130434782608,0.75,2.25,0.12077294685990338,2.666666666666667,"['ICON', 'BUTTON', 'AVATAR']","[319595, 2288601, 48666, 2726]"
['AVATAR'],"['ICON', 'BUTTON']",0.3333333333333333,0.2898550724637681,0.21739130434782608,0.6521739130434783,2.25,0.12077294685990338,2.041666666666667,"['AVATAR', 'ICON', 'BUTTON']","[319595, 2288601, 48666, 2726]"
['BUTTON'],"['AVATAR', 'ICON']",0.7101449275362319,0.21739130434782608,0.21739130434782608,0.3061224489795918,1.4081632653061222,0.06301197227473218,1.1278772378516624,"['BUTTON', 'AVATAR', 'ICON']","[319595, 2288601, 48666, 2726]"
['ICON'],"['AVATAR', 'BUTTON']",0.2898550724637681,0.2898550724637681,0.21739130434782608,0.75,2.5875,0.1333753413148498,2.8405797101449277,"['ICON', 'AVATAR', 'BUTTON']","[319595, 2288601, 48666, 2726]"
"['AVATAR', 'TAG']",['BUTTON'],0.15942028985507245,0.7101449275362319,0.15942028985507245,1.0,1.4081632653061225,0.04620877966813694,inf,"['AVATAR', 'TAG', 'BUTTON']","[4850, 473960]"
"['AVATAR', 'BUTTON']",['TAG'],0.2898550724637681,0.34782608695652173,0.15942028985507245,0.5499999999999999,1.5812499999999998,0.058601134215500936,1.4492753623188404,"['AVATAR', 'BUTTON', 'TAG']","[4850, 473960]"
"['TAG', 'BUTTON']",['AVATAR'],0.3188405797101449,0.3333333333333333,0.15942028985507245,0.5,1.5,0.05314009661835749,1.3333333333333335,"['TAG', 'BUTTON', 'AVATAR']","[4850, 473960]"
['AVATAR'],"['TAG', 'BUTTON']",0.3333333333333333,0.3188405797101449,0.15942028985507245,0.47826086956521735,1.5,0.05314009661835749,1.3055555555555554,"['AVATAR', 'TAG', 'BUTTON']","[4850, 473960]"
['TAG'],"['AVATAR', 'BUTTON']",0.34782608695652173,0.2898550724637681,0.15942028985507245,0.4583333333333333,1.5812499999999998,0.058601134215500936,1.3110367892976589,"['TAG', 'AVATAR', 'BUTTON']","[4850, 473960]"
['BUTTON'],"['AVATAR', 'TAG']",0.7101449275362319,0.15942028985507245,0.15942028985507245,0.22448979591836732,1.4081632653061225,0.04620877966813694,1.083905415713196,"['BUTTON', 'AVATAR', 'TAG']","[4850, 473960]"
"['AVATAR', 'TEXT']",['BUTTON'],0.2753623188405797,0.7101449275362319,0.2753623188405797,1.0,1.4081632653061225,0.07981516488132745,inf,"['AVATAR', 'TEXT', 'BUTTON']","[4824, 319595, 2288601, 4850, 473960, 473736, 2288629, 473722]"
"['AVATAR', 'BUTTON']",['TEXT'],0.2898550724637681,0.782608695652174,0.2753623188405797,0.95,1.2138888888888888,0.048519218651543766,4.347826086956517,"['AVATAR', 'BUTTON', 'TEXT']","[4824, 319595, 2288601, 4850, 473960, 473736, 2288629, 473722]"
"['TEXT', 'BUTTON']",['AVATAR'],0.6231884057971014,0.3333333333333333,0.2753623188405797,0.4418604651162791,1.3255813953488373,0.06763285024154592,1.1944444444444446,"['TEXT', 'BUTTON', 'AVATAR']","[4824, 319595, 2288601, 4850, 473960, 473736, 2288629, 473722]"
['AVATAR'],"['TEXT', 'BUTTON']",0.3333333333333333,0.6231884057971014,0.2753623188405797,0.8260869565217391,1.3255813953488373,0.06763285024154592,2.166666666666667,"['AVATAR', 'TEXT', 'BUTTON']","[4824, 319595, 2288601, 4850, 473960, 473736, 2288629, 473722]"
['TEXT'],"['AVATAR', 'BUTTON']",0.782608695652174,0.2898550724637681,0.2753623188405797,0.35185185185185186,1.2138888888888888,0.048519218651543766,1.0956521739130436,"['TEXT', 'AVATAR', 'BUTTON']","[4824, 319595, 2288601, 4850, 473960, 473736, 2288629, 473722]"
['BUTTON'],"['AVATAR', 'TEXT']",0.7101449275362319,0.2753623188405797,0.2753623188405797,0.3877551020408163,1.4081632653061225,0.07981516488132745,1.183574879227053,"['BUTTON', 'AVATAR', 'TEXT']","[4824, 319595, 2288601, 4850, 473960, 473736, 2288629, 473722]"
"['AVATAR', 'TEXTBOX']",['BUTTON'],0.18840579710144928,0.7101449275362319,0.18840579710144928,1.0,1.4081632653061225,0.05461037597143456,inf,"['AVATAR', 'TEXTBOX', 'BUTTON']","[319595, 2288601, 48666, 2726]"
"['AVATAR', 'BUTTON']",['TEXTBOX'],0.2898550724637681,0.2608695652173913,0.18840579710144928,0.65,2.4916666666666667,0.11279143037177064,2.111801242236025,"['AVATAR', 'BUTTON', 'TEXTBOX']","[319595, 2288601, 48666, 2726]"
"['TEXTBOX', 'BUTTON']",['AVATAR'],0.2608695652173913,0.3333333333333333,0.18840579710144928,0.7222222222222222,2.166666666666667,0.10144927536231885,2.4000000000000004,"['TEXTBOX', 'BUTTON', 'AVATAR']","[319595, 2288601, 48666, 2726]"
['AVATAR'],"['TEXTBOX', 'BUTTON']",0.3333333333333333,0.2608695652173913,0.18840579710144928,0.5652173913043479,2.166666666666667,0.10144927536231885,1.7000000000000002,"['AVATAR', 'TEXTBOX', 'BUTTON']","[319595, 2288601, 48666, 2726]"
['TEXTBOX'],"['AVATAR', 'BUTTON']",0.2608695652173913,0.2898550724637681,0.18840579710144928,0.7222222222222222,2.4916666666666667,0.11279143037177064,2.5565217391304347,"['TEXTBOX', 'AVATAR', 'BUTTON']","[319595, 2288601, 48666, 2726]"
['BUTTON'],"['AVATAR', 'TEXTBOX']",0.7101449275362319,0.18840579710144928,0.18840579710144928,0.26530612244897955,1.4081632653061222,0.05461037597143456,1.104669887278583,"['BUTTON', 'AVATAR', 'TEXTBOX']","[319595, 2288601, 48666, 2726]"
"['AVATAR', 'DIVIDER']",['ICON'],0.2318840579710145,0.2898550724637681,0.17391304347826086,0.75,2.5875,0.10670027305187985,2.8405797101449277,"['AVATAR', 'DIVIDER', 'ICON']","[319595, 2288601, 2729]"
"['AVATAR', 'ICON']",['DIVIDER'],0.21739130434782608,0.4492753623188406,0.17391304347826086,0.8,1.7806451612903227,0.07624448645242596,2.753623188405798,"['AVATAR', 'ICON', 'DIVIDER']","[319595, 2288601, 2729]"
"['ICON', 'DIVIDER']",['AVATAR'],0.2318840579710145,0.3333333333333333,0.17391304347826086,0.75,2.25,0.0966183574879227,2.666666666666667,"['ICON', 'DIVIDER', 'AVATAR']","[319595, 2288601, 2729]"
['AVATAR'],"['ICON', 'DIVIDER']",0.3333333333333333,0.2318840579710145,0.17391304347826086,0.5217391304347826,2.25,0.0966183574879227,1.606060606060606,"['AVATAR', 'ICON', 'DIVIDER']","[319595, 2288601, 2729]"
['DIVIDER'],"['AVATAR', 'ICON']",0.4492753623188406,0.21739130434782608,0.17391304347826086,0.3870967741935484,1.7806451612903227,0.07624448645242596,1.276887871853547,"['DIVIDER', 'AVATAR', 'ICON']","[319595, 2288601, 2729]"
['ICON'],"['AVATAR', 'DIVIDER']",0.2898550724637681,0.2318840579710145,0.17391304347826086,0.6,2.5875,0.10670027305187985,1.9202898550724636,"['ICON', 'AVATAR', 'DIVIDER']","[319595, 2288601, 2729]"
"['AVATAR', 'TEXT']",['DIVIDER'],0.2753623188405797,0.4492753623188406,0.2028985507246377,0.736842105263158,1.640067911714771,0.07918504515858014,2.0927536231884063,"['AVATAR', 'TEXT', 'DIVIDER']","[473776, 319595, 2288601, 4850, 2729, 473960]"
"['AVATAR', 'DIVIDER']",['TEXT'],0.2318840579710145,0.782608695652174,0.2028985507246377,0.875,1.1180555555555556,0.02142407057340895,1.7391304347826084,"['AVATAR', 'DIVIDER', 'TEXT']","[473776, 319595, 2288601, 4850, 2729, 473960]"
"['TEXT', 'DIVIDER']",['AVATAR'],0.36231884057971014,0.3333333333333333,0.2028985507246377,0.56,1.6800000000000002,0.08212560386473432,1.5151515151515156,"['TEXT', 'DIVIDER', 'AVATAR']","[473776, 319595, 2288601, 4850, 2729, 473960]"
['AVATAR'],"['TEXT', 'DIVIDER']",0.3333333333333333,0.36231884057971014,0.2028985507246377,0.6086956521739131,1.6800000000000002,0.08212560386473432,1.6296296296296298,"['AVATAR', 'TEXT', 'DIVIDER']","[473776, 319595, 2288601, 4850, 2729, 473960]"
['TEXT'],"['AVATAR', 'DIVIDER']",0.782608695652174,0.2318840579710145,0.2028985507246377,0.25925925925925924,1.1180555555555556,0.02142407057340895,1.0369565217391306,"['TEXT', 'AVATAR', 'DIVIDER']","[473776, 319595, 2288601, 4850, 2729, 473960]"
['DIVIDER'],"['AVATAR', 'TEXT']",0.4492753623188406,0.2753623188405797,0.2028985507246377,0.4516129032258065,1.640067911714771,0.07918504515858014,1.3213981244671782,"['DIVIDER', 'AVATAR', 'TEXT']","[473776, 319595, 2288601, 4850, 2729, 473960]"
"['AVATAR', 'TEXT']",['ICON'],0.2753623188405797,0.2898550724637681,0.21739130434782608,0.7894736842105263,2.723684210526316,0.13757613946649863,3.373188405797102,"['AVATAR', 'TEXT', 'ICON']","[319595, 2098611, 2288601, 2729, 2728, 4849, 2727, 2139495, 2139480]"
"['AVATAR', 'ICON']",['TEXT'],0.21739130434782608,0.782608695652174,0.21739130434782608,1.0,1.2777777777777777,0.04725897920604913,inf,"['AVATAR', 'ICON', 'TEXT']","[319595, 2098611, 2288601, 2729, 2728, 4849, 2727, 2139495, 2139480]"
"['ICON', 'TEXT']",['AVATAR'],0.2898550724637681,0.3333333333333333,0.21739130434782608,0.75,2.25,0.12077294685990338,2.666666666666667,"['ICON', 'TEXT', 'AVATAR']","[319595, 2098611, 2288601, 2729, 2728, 4849, 2727, 2139495, 2139480]"
