,user_id,1,2,3,4,5,6,7,8
153,3607,100,54,81,79,50,349.0,396.0,460.0
154,3609,95,70,79,81,27,456.0,260.0,349.0
155,3613,48,70,76,34,47,349.0,251.0,553.0
156,3629,14,55,42,63,38,549.0,490.0,553.0
157,3634,64,21,26,73,55,,,
158,3639,14,103,100,4,48,549.0,490.0,553.0
159,3640,14,54,55,63,22,549.0,490.0,553.0
160,3646,14,55,42,63,38,549.0,490.0,553.0
161,3650,39,63,25,26,46,,,
162,3661,87,26,27,97,33,573.0,330.0,182.0
163,3712,36,103,54,21,27,519.0,113.0,490.0
164,3714,58,33,101,100,34,573.0,330.0,489.0
165,3716,50,48,68,71,72,460.0,490.0,553.0
166,3718,72,100,54,81,79,490.0,260.0,396.0
167,3722,101,68,70,71,72,426.0,460.0,396.0
168,3725,87,32,54,76,4,549.0,490.0,553.0
169,3730,87,4,100,22,13,490.0,260.0,549.0
170,3744,68,100,1,54,76,206.0,393.0,460.0
171,3749,79,54,64,71,76,549.0,260.0,456.0
172,3764,72,103,27,4,26,,,
173,3769,39,63,25,26,46,,,
174,3773,76,100,50,68,81,573.0,330.0,182.0
175,3779,100,54,11,99,71,549.0,490.0,553.0
176,3792,64,21,26,73,55,,,
177,3807,97,50,101,68,100,,,
178,3808,27,79,76,26,63,456.0,260.0,349.0
179,3822,54,32,26,22,55,330.0,260.0,349.0
180,3824,27,26,24,92,63,460.0,553.0,549.0
181,3825,33,41,50,24,12,490.0,330.0,182.0
182,3828,35,103,102,29,21,,,
183,3839,23,24,92,48,87,,,
184,3870,39,63,25,26,46,,,
185,3877,70,33,72,100,71,426.0,460.0,396.0
186,3878,50,48,28,25,14,,,
187,3882,101,48,34,33,28,154.0,330.0,145.0
188,3884,76,33,48,50,1,182.0,573.0,330.0
189,3894,14,103,100,4,48,549.0,490.0,553.0
190,3896,25,63,55,1,74,,,
191,3914,11,27,33,34,94,,,
192,3918,13,34,64,42,43,489.0,,
193,3920,72,42,43,50,54,426.0,396.0,198.0
194,3925,100,54,11,99,71,549.0,490.0,553.0
195,3933,54,71,1,68,33,119.0,549.0,121.0
196,3940,14,55,42,63,38,549.0,490.0,553.0
197,3974,55,29,87,23,76,145.0,154.0,251.0
198,3975,14,55,42,63,38,549.0,490.0,553.0
199,3992,35,103,102,29,21,,,
200,3998,72,42,43,50,54,426.0,396.0,198.0
201,4002,87,32,54,76,4,549.0,490.0,553.0
202,4010,81,26,41,27,28,573.0,258.0,182.0
203,4015,54,55,74,63,34,490.0,553.0,489.0
204,4038,14,55,42,63,38,549.0,490.0,553.0
205,4054,64,21,26,73,55,,,
206,4082,64,21,26,73,55,,,
207,4090,91,53,35,73,20,549.0,490.0,553.0
208,4091,28,1,100,54,72,549.0,490.0,553.0
209,4096,11,32,79,33,81,489.0,,
210,4104,72,43,33,98,97,573.0,330.0,182.0
211,4111,35,103,102,29,21,,,
212,4112,72,42,43,50,54,426.0,396.0,198.0
213,4113,72,64,68,42,1,396.0,396.0,198.0
214,4122,54,95,34,27,26,258.0,506.0,222.0
215,4126,35,103,102,29,21,,,
216,4142,76,103,102,43,29,,,
217,4143,35,103,102,29,21,,,
218,4146,100,54,70,71,81,426.0,396.0,490.0
219,4147,39,63,25,26,46,,,
220,4150,100,54,11,99,71,549.0,490.0,553.0
221,4153,14,55,42,63,38,549.0,490.0,553.0
222,4161,64,21,26,73,55,,,
223,4164,14,55,42,63,38,549.0,490.0,553.0
224,4172,100,1,54,68,87,549.0,490.0,553.0
225,4174,93,94,24,50,14,151.0,121.0,142.0
226,4176,64,27,50,81,71,393.0,182.0,260.0
227,4178,26,27,22,32,33,490.0,162.0,121.0
228,4179,87,26,27,97,33,573.0,330.0,182.0
229,4185,54,70,100,64,36,549.0,182.0,490.0
230,4191,64,21,26,73,55,,,
231,4194,72,55,21,54,4,549.0,490.0,553.0
232,4208,87,26,27,97,33,573.0,330.0,182.0
233,4217,35,103,102,29,21,,,
234,4228,9,33,34,35,92,573.0,330.0,182.0
235,4234,100,63,11,76,55,426.0,426.0,553.0
236,4239,71,102,101,100,98,185.0,217.0,576.0
237,4242,55,100,36,54,27,549.0,490.0,553.0
238,4245,79,34,50,81,102,121.0,162.0,182.0
239,4255,103,29,5,21,72,426.0,426.0,396.0
240,4260,14,55,42,63,38,549.0,490.0,553.0
241,4270,97,64,74,76,54,426.0,460.0,396.0
242,4318,72,0,43,42,36,260.0,145.0,493.0
243,4320,50,34,33,72,31,330.0,489.0,182.0
244,4347,100,54,71,0,87,426.0,396.0,553.0
245,4356,13,34,33,48,1,,,
246,4359,100,22,54,81,79,426.0,549.0,460.0
247,4364,72,42,43,50,54,426.0,396.0,198.0
248,4366,100,70,54,101,1,198.0,426.0,260.0
249,4369,87,26,27,97,33,573.0,330.0,182.0
250,4377,50,64,34,42,61,182.0,573.0,349.0
251,4378,72,87,47,79,64,456.0,260.0,349.0
252,4385,72,48,54,100,50,549.0,490.0,553.0
253,4398,12,41,48,27,24,549.0,490.0,493.0
254,4404,61,79,50,95,42,,,
255,4411,97,50,101,68,100,,,
256,4421,72,97,88,100,74,553.0,284.0,576.0
257,4426,64,21,26,73,55,,,
258,4433,87,53,43,63,36,,,
259,4448,55,100,36,54,27,549.0,490.0,553.0
260,4453,39,63,25,26,46,,,
261,4455,100,47,1,21,54,,,
262,4469,14,55,42,63,38,549.0,490.0,553.0
263,4470,14,55,42,63,38,549.0,490.0,553.0
264,4471,97,50,101,68,100,,,
265,4476,61,85,69,86,28,467.0,196.0,205.0
266,4480,39,63,25,26,46,,,
267,4487,13,34,64,42,43,489.0,,
268,4489,11,54,70,100,99,396.0,553.0,490.0
269,4502,39,63,25,26,46,,,
270,4503,14,55,42,63,38,549.0,490.0,553.0
271,4512,9,54,37,1,85,286.0,284.0,176.0
272,4515,97,64,74,76,54,426.0,460.0,396.0
273,4527,35,103,102,29,21,,,
274,4528,99,81,97,87,86,260.0,396.0,349.0
275,4545,21,76,71,79,81,,,
276,4562,35,103,102,29,21,,,
277,4564,11,75,69,35,97,145.0,154.0,251.0
278,4572,69,55,27,28,39,489.0,,
279,4573,73,29,76,35,38,223.0,222.0,499.0
280,4578,20,45,75,74,73,286.0,553.0,283.0
281,4622,47,86,89,74,35,553.0,549.0,286.0
282,4623,95,70,79,81,27,456.0,260.0,349.0
283,4626,54,22,32,55,23,330.0,182.0,426.0
284,4636,39,86,87,29,88,229.0,427.0,283.0
285,4638,14,36,38,54,26,549.0,490.0,553.0
286,4653,39,63,25,26,46,,,
287,4659,20,87,86,61,37,286.0,284.0,176.0
288,4666,54,64,48,50,1,426.0,198.0,396.0
289,4678,76,54,34,71,48,573.0,396.0,490.0
290,4685,35,103,102,29,21,,,
291,4690,97,64,74,76,54,426.0,460.0,396.0
292,4707,87,21,22,23,24,,,
293,4708,69,53,1,85,86,427.0,553.0,187.0
294,4711,14,55,42,63,38,549.0,490.0,553.0
295,4713,14,55,42,63,38,549.0,490.0,553.0
296,4716,97,82,69,85,87,,,
297,4724,72,42,43,50,54,426.0,396.0,198.0
298,4725,63,22,26,74,36,490.0,493.0,549.0
299,4746,98,73,69,67,61,184.0,408.0,575.0
300,4749,29,73,27,68,75,230.0,182.0,283.0
301,4754,11,54,21,27,50,162.0,119.0,121.0
302,4761,39,63,25,26,46,,,
303,4763,72,28,75,45,97,,,
304,4777,13,34,64,42,43,489.0,,
305,4779,97,50,101,68,100,,,
306,4786,14,55,42,63,38,549.0,490.0,553.0
307,4788,13,34,64,42,43,489.0,,
308,4822,1,50,48,33,68,198.0,198.0,553.0
309,4851,14,55,42,63,38,549.0,490.0,553.0
310,4852,14,55,42,63,38,549.0,490.0,553.0
311,4854,91,53,35,73,20,549.0,490.0,553.0
312,4856,38,54,22,95,55,490.0,549.0,456.0
313,4860,9,73,45,46,47,549.0,284.0,575.0
314,4866,100,54,68,81,79,490.0,396.0,260.0
315,4867,13,34,64,42,43,489.0,,
316,4878,47,103,37,73,69,575.0,230.0,206.0
317,4879,28,71,46,87,91,258.0,391.0,235.0
318,4882,14,55,42,63,38,549.0,490.0,553.0
319,4883,36,76,79,81,64,456.0,260.0,349.0
320,4885,72,19,86,85,60,,,
321,4895,39,63,25,26,46,,,
322,4911,35,103,102,29,21,,,
323,4917,70,33,100,68,48,182.0,426.0,198.0
324,4925,39,63,25,26,46,,,
325,4926,39,63,25,26,46,,,
326,4948,54,76,100,81,70,576.0,549.0,185.0
327,4952,100,73,98,74,75,549.0,176.0,553.0
328,4953,91,100,63,35,69,549.0,490.0,553.0
329,4958,39,63,25,26,46,,,
330,4959,39,63,25,26,46,,,
331,4971,76,34,64,1,72,396.0,426.0,549.0
332,4972,35,103,102,29,21,,,
333,4973,72,103,27,4,26,,,
334,4975,87,48,71,72,76,426.0,206.0,573.0
335,4976,9,54,37,1,85,286.0,284.0,176.0
336,4980,1,91,86,85,28,286.0,284.0,176.0
337,4982,39,63,25,26,46,,,
338,4989,95,70,79,81,27,456.0,260.0,349.0
339,4996,87,26,27,97,33,573.0,330.0,182.0
340,5001,14,103,100,4,48,549.0,490.0,553.0
341,5011,14,55,42,63,38,549.0,490.0,553.0
342,5022,64,21,26,73,55,,,
343,5024,93,64,63,72,1,258.0,,
344,5025,72,42,43,50,54,426.0,396.0,198.0
345,5038,14,55,42,63,38,549.0,490.0,553.0
346,5052,14,55,42,63,38,549.0,490.0,553.0
347,5054,66,85,28,19,1,,,
348,5062,13,34,64,42,43,489.0,,
349,5068,72,103,27,4,26,,,
350,5075,95,70,79,81,27,456.0,260.0,349.0
351,5081,97,50,101,68,100,,,
352,5084,39,63,25,26,46,,,
353,5106,53,98,69,28,73,,,
354,5117,100,54,11,99,71,549.0,490.0,553.0
355,5118,23,73,26,55,28,,,
356,5123,35,103,102,29,21,,,
357,5128,39,63,25,26,46,,,
358,5129,95,70,79,81,27,456.0,260.0,349.0
359,5132,10,71,66,1,86,426.0,460.0,396.0
360,5140,91,66,67,73,58,196.0,467.0,553.0
361,5146,39,63,25,26,46,,,
362,5147,47,74,37,20,69,230.0,176.0,284.0
363,5154,39,63,25,26,46,,,
364,5161,14,55,42,63,38,549.0,490.0,553.0
365,5171,97,81,28,43,100,235.0,110.0,171.0
366,5178,14,55,42,63,38,549.0,490.0,553.0
367,5182,13,34,64,42,43,489.0,,
368,5183,89,69,71,73,28,467.0,196.0,205.0
369,5190,35,103,102,29,21,,,
370,5191,66,85,28,19,1,,,
371,5194,14,25,24,23,22,151.0,142.0,145.0
372,5196,39,63,25,26,46,,,
373,5197,39,63,25,26,46,,,
374,5210,39,63,25,26,46,,,
375,5222,28,102,25,5,48,235.0,110.0,171.0
376,5234,97,81,28,43,100,235.0,110.0,171.0
377,5235,61,79,50,95,42,,,
378,5240,87,53,100,54,71,426.0,460.0,396.0
379,5245,1,54,32,68,72,549.0,490.0,553.0
380,5263,45,28,29,89,91,176.0,206.0,230.0
381,5264,87,50,48,4,5,426.0,154.0,460.0
382,5265,100,54,11,99,71,549.0,490.0,553.0
383,5267,35,76,4,21,16,549.0,142.0,573.0
384,5269,33,71,100,79,50,426.0,206.0,396.0
385,5272,9,54,37,1,85,286.0,284.0,176.0
386,5279,39,63,25,26,46,,,
387,5289,87,26,27,97,33,573.0,330.0,182.0
388,5291,14,55,42,63,38,549.0,490.0,553.0
389,5293,39,63,25,26,46,,,
390,5295,13,42,95,38,93,330.0,182.0,387.0
391,5296,9,35,69,46,27,187.0,566.0,176.0
392,5299,85,47,91,74,89,283.0,235.0,494.0
393,5302,11,28,35,26,25,162.0,119.0,121.0
394,5306,14,55,42,63,38,549.0,490.0,553.0
395,5310,9,54,37,1,85,286.0,284.0,176.0
396,5319,29,72,46,8,71,286.0,284.0,176.0
397,5321,14,55,42,63,38,549.0,490.0,553.0
398,5324,24,34,67,93,94,489.0,549.0,493.0
399,5335,76,1,100,54,35,549.0,490.0,553.0
400,5338,39,57,74,73,75,549.0,396.0,426.0
401,5339,97,37,55,26,25,260.0,486.0,482.0
402,5340,54,100,34,81,76,396.0,426.0,549.0
403,5341,100,73,98,74,75,549.0,284.0,176.0
404,5343,39,63,25,26,46,,,
405,5348,87,26,27,97,33,573.0,330.0,182.0
406,5351,76,100,1,34,64,206.0,251.0,393.0
407,5353,88,63,31,28,73,185.0,217.0,576.0
408,5355,39,63,25,26,46,,,
409,5364,14,55,42,63,38,549.0,490.0,553.0
410,5365,66,97,70,58,55,573.0,330.0,182.0
411,5369,93,64,63,72,1,258.0,,
412,5373,87,1,28,29,75,260.0,184.0,205.0
413,5374,33,92,54,64,68,330.0,490.0,553.0
414,5375,58,75,48,50,1,489.0,,
415,5387,29,82,71,72,61,507.0,496.0,286.0
416,5392,33,32,92,54,26,553.0,182.0,330.0
417,5395,14,55,42,63,38,549.0,490.0,553.0
418,5398,73,85,97,13,95,490.0,389.0,553.0
419,5402,14,103,100,4,48,549.0,490.0,553.0
420,5436,33,32,92,54,26,573.0,490.0,330.0
421,5438,55,47,63,61,74,,,
422,5439,97,29,88,87,89,171.0,235.0,284.0
423,5441,99,33,29,54,103,176.0,553.0,182.0
424,5451,29,37,39,61,28,408.0,575.0,145.0
425,5452,64,27,100,29,70,553.0,489.0,493.0
426,5453,87,47,1,39,37,176.0,176.0,284.0
427,5456,61,85,28,75,74,482.0,229.0,566.0
428,5457,68,54,33,100,1,549.0,198.0,251.0
429,5461,38,54,42,14,26,187.0,553.0,566.0
430,5462,21,103,102,73,35,,,
431,5474,14,55,42,63,38,549.0,490.0,553.0
432,5478,66,70,28,69,33,235.0,110.0,171.0
433,5480,39,63,25,26,46,,,
434,5482,39,63,25,26,46,,,
435,5485,91,53,35,73,20,549.0,490.0,553.0
436,5490,35,103,102,29,21,,,
437,5492,89,72,71,70,75,176.0,286.0,396.0
438,5496,72,28,75,45,97,,,
439,5497,14,55,42,63,38,549.0,490.0,553.0
440,5502,89,87,85,60,75,,,
441,5503,101,34,67,54,11,549.0,490.0,553.0
442,5504,14,55,42,63,38,549.0,490.0,553.0
443,5511,14,55,42,63,38,549.0,490.0,553.0
444,5526,99,54,48,55,71,549.0,490.0,553.0
445,5531,39,63,25,26,46,,,
446,5532,97,64,74,76,54,426.0,460.0,396.0
447,5536,66,70,28,69,33,235.0,110.0,171.0
448,5537,69,86,85,1,28,198.0,196.0,566.0
449,5543,29,53,102,54,72,549.0,490.0,493.0
450,5545,13,34,33,48,1,,,
451,5549,48,32,71,100,99,490.0,549.0,553.0
452,5550,10,25,26,27,89,145.0,154.0,251.0
453,5552,35,103,102,29,21,,,
454,5554,14,55,42,63,38,549.0,490.0,553.0
455,5556,91,46,37,69,47,235.0,251.0,553.0
456,5559,86,103,53,73,74,549.0,490.0,553.0
457,5560,38,26,94,11,54,553.0,182.0,549.0
458,5564,13,34,64,42,43,489.0,,
459,5567,87,26,27,97,33,573.0,330.0,182.0
460,5569,87,26,25,24,22,,,
461,5575,50,70,76,73,64,258.0,426.0,198.0
462,5583,13,34,64,42,43,489.0,,
463,5587,66,85,28,19,1,,,
464,5590,72,28,75,45,97,,,
465,5592,42,43,4,35,36,119.0,490.0,489.0
466,5593,39,63,25,26,46,,,
467,5599,33,32,92,54,26,490.0,549.0,573.0
468,5600,98,75,69,73,25,549.0,490.0,553.0
469,5606,87,53,43,63,36,,,
470,5608,72,28,75,45,97,,,
471,5610,47,20,23,69,35,258.0,,
472,5614,93,64,63,72,1,258.0,,
473,5620,13,34,64,42,43,489.0,,
474,5621,87,26,25,24,22,,,
475,5623,87,26,27,97,33,573.0,330.0,182.0
476,5635,35,103,102,29,21,,,
477,5639,41,29,76,21,79,426.0,460.0,396.0
478,5640,11,103,39,5,100,176.0,286.0,182.0
479,5647,89,37,28,54,39,,,
480,5653,1,74,58,85,87,198.0,176.0,187.0
481,5658,43,87,88,54,35,427.0,187.0,566.0
482,5668,39,63,25,26,46,,,
483,5673,89,37,28,54,39,,,
484,5676,100,33,79,34,70,573.0,145.0,549.0
485,5679,87,46,47,1,28,286.0,187.0,110.0
486,5695,14,55,42,63,38,549.0,490.0,553.0
487,5696,34,50,54,68,72,456.0,260.0,349.0
488,5699,72,42,43,50,54,426.0,396.0,198.0
489,5700,48,100,54,1,71,426.0,460.0,396.0
490,5706,64,21,26,73,55,,,
491,5711,14,55,42,63,38,549.0,490.0,553.0
492,5716,98,46,76,101,85,286.0,284.0,176.0
493,5718,87,54,70,71,76,251.0,553.0,549.0
494,5720,54,26,22,74,11,549.0,493.0,553.0
495,5722,72,27,29,33,13,,,
496,5724,37,73,74,67,46,286.0,187.0,206.0
497,5732,70,75,92,74,26,,,
498,5738,64,21,26,73,55,,,
499,5739,76,34,81,27,26,258.0,,
500,5741,87,32,54,76,4,549.0,490.0,553.0
501,5743,91,26,27,28,33,235.0,110.0,171.0
502,5746,14,55,42,63,38,549.0,490.0,553.0
503,5750,39,63,25,26,46,,,
504,5754,25,23,47,48,50,,,
505,5757,64,21,26,73,55,,,
506,5759,14,55,42,63,38,549.0,490.0,553.0
507,5761,79,100,47,33,97,490.0,330.0,182.0
508,5762,66,1,75,28,29,553.0,390.0,284.0
509,5766,72,42,43,50,54,426.0,396.0,198.0
510,5772,100,54,11,99,71,549.0,490.0,553.0
511,5774,76,33,70,50,1,258.0,145.0,251.0
512,5780,81,22,32,1,95,549.0,490.0,553.0
513,5788,14,55,42,63,38,549.0,490.0,553.0
514,5789,71,92,48,74,35,,,
515,5795,21,26,27,14,33,549.0,490.0,493.0
516,5818,47,29,28,74,37,176.0,235.0,110.0
517,5819,23,24,92,48,87,,,
518,5820,87,63,100,69,5,176.0,171.0,110.0
519,5821,14,55,42,63,38,549.0,490.0,553.0
520,5822,23,73,26,55,28,,,
521,5824,70,87,88,33,45,206.0,330.0,393.0
522,5828,94,28,1,85,86,,,
523,5835,73,29,28,71,69,230.0,284.0,110.0
524,5840,35,103,102,29,21,,,
525,5846,87,64,54,68,1,553.0,393.0,198.0
526,5847,12,24,25,26,38,142.0,151.0,145.0
527,5851,39,63,25,26,46,,,
528,5854,72,42,43,50,54,426.0,396.0,198.0
529,5856,13,34,64,42,43,489.0,,
530,5860,1,37,72,48,5,,,
531,5866,34,25,48,50,1,490.0,393.0,206.0
532,5872,11,54,100,71,55,396.0,426.0,549.0
533,5874,86,69,37,71,74,,,
534,5875,14,55,42,63,38,549.0,490.0,553.0
535,5883,71,101,100,69,8,286.0,171.0,154.0
536,5889,14,54,55,32,26,549.0,490.0,553.0
537,5890,14,55,42,63,38,549.0,490.0,553.0
538,5905,23,46,74,75,73,286.0,284.0,176.0
539,5908,86,69,70,72,28,260.0,486.0,482.0
540,5916,10,67,69,72,75,286.0,284.0,176.0
541,5919,99,27,72,64,48,549.0,493.0,549.0
542,5924,39,63,25,26,46,,,
543,5925,14,55,42,63,38,549.0,490.0,553.0
544,5937,81,64,48,42,72,260.0,553.0,330.0
545,5939,72,50,1,54,64,145.0,251.0,573.0
546,5952,54,55,26,22,14,490.0,553.0,396.0
547,5958,73,47,46,45,89,176.0,490.0,184.0
548,5962,61,79,50,95,42,,,
549,5965,11,27,26,50,92,162.0,119.0,121.0
550,5973,79,53,55,29,27,456.0,260.0,349.0
551,5978,14,103,100,4,48,549.0,490.0,553.0
552,5985,100,54,11,99,71,549.0,490.0,553.0
553,5991,50,48,28,25,14,,,
554,5994,91,53,35,73,20,549.0,490.0,553.0
555,5995,93,64,63,72,1,258.0,,
556,6000,87,26,27,97,33,573.0,330.0,182.0
557,6012,50,64,72,79,1,490.0,494.0,489.0
558,6015,87,26,27,97,33,573.0,330.0,182.0
559,6021,72,70,28,102,74,284.0,330.0,573.0
560,6029,39,63,25,26,46,,,
561,6036,14,55,42,63,38,549.0,490.0,553.0
562,6041,39,63,25,26,46,,,
563,6043,76,100,1,71,87,251.0,426.0,549.0
564,6046,39,63,25,26,46,,,
565,6050,54,33,92,28,68,573.0,490.0,549.0
566,6052,23,73,26,55,28,,,
567,6055,50,54,48,64,70,251.0,456.0,490.0
568,6057,14,55,42,63,38,549.0,490.0,553.0
569,6058,1,50,48,33,68,206.0,553.0,426.0
570,6059,63,87,27,29,35,258.0,,
571,6061,48,55,95,50,27,393.0,182.0,573.0
