Id_recommend_before,Id_recommend_after,Name_recommend_before,Name_recommend_after,similarity_before,similarity_after,distance_angle_si_before,distance_angle_si_after,text_si_before,text_si_after,Id,Name
4835,4835,Applicant profile card,Applicant profile card,2.888831814331496,2.887136338843958,0.888831814331496,0.8871363388439584,2.0,2.0,4835,Applicant profile card
4847,4847,Job posting card,Job posting card,2.2298714061762217,2.222091162664948,0.7113528876577032,0.7035726441464295,1.5185185185185186,1.5185185185185186,4835,Applicant profile card
2288601,2288601,Project sharing,Project sharing,2.034188786619899,2.0331432907858265,0.36752211995323253,0.3664766241191601,1.6666666666666665,1.6666666666666665,4835,Applicant profile card
4817,4817,Social card,Social card,1.8906436098520447,1.8828478110741882,0.7729965510285153,0.7652007522506589,1.1176470588235294,1.1176470588235294,4835,Applicant profile card
319546,319546,Feature guideline,Feature guideline,1.8319147649264806,1.8278941265082853,0.3898095017685858,0.38578886335039064,1.4421052631578948,1.4421052631578948,4835,Applicant profile card
473744,473744,Pagination 1,Pagination 1,1.855991915543024,1.8546953242083641,0.8559919155430239,0.8546953242083642,1.0,1.0,473744,Pagination 1
473757,473757,Pagination 2,Pagination 2,1.855991915543024,1.8546953242083641,0.8559919155430239,0.8546953242083642,1.0,1.0,473744,Pagination 1
473539,473539,Calendar,Calendar,1.393101301674597,1.393229578382744,0.3931013016745969,0.393229578382744,1.0,1.0,473744,Pagination 1
2288669,2288669,Segment,Segment,0.9425384165257362,0.9485070276993763,0.6568241308114505,0.6627927419850906,0.2857142857142857,0.2857142857142857,473744,Pagination 1
473532,473532,Button group,Button group,0.8940525362589706,0.8999169065525259,0.6718303140367484,0.6776946843303037,0.2222222222222222,0.2222222222222222,473744,Pagination 1
2286525,2286525,Navigation drawer 2,Navigation drawer 2,2.8739187358825555,2.87186729008576,0.8739187358825556,0.8718672900857598,2.0,2.0,2286525,Navigation drawer 2
2728,2728,Simple menu sidebar,Simple menu sidebar,2.5797976249449004,2.5992466502653477,0.5797976249449004,0.5992466502653477,2.0,2.0,2286525,Navigation drawer 2
2729,2729,Multi-level menu sidebar,Multi-level menu sidebar,2.5621714946176097,2.5810284307591047,0.5621714946176097,0.5810284307591049,2.0,2.0,2286525,Navigation drawer 2
319588,319588,Notification card,Notification card,2.338053132832494,2.3372580660008575,0.990227045875972,0.9894319790443357,1.3478260869565217,1.3478260869565217,2286525,Navigation drawer 2
473776,473776,Profile dropdown,Profile dropdown,2.153819545410316,2.1450487328582,0.4663195454103161,0.45754873285819975,1.6875,1.6875,2286525,Navigation drawer 2
2288551,2288551,Link sharing,Link sharing,2.8366862249668365,2.8251251706256153,0.8366862249668365,0.8251251706256154,2.0,2.0,2288551,Link sharing
2098585,473525,Action confirmation 3,Action confirmation 2,2.2604706443857934,2.264516703059408,0.5938039777191269,0.5978500363927414,1.6666666666666665,1.6666666666666665,2288551,Link sharing
473525,2098585,Action confirmation 2,Action confirmation 3,2.2581147208828574,2.2509847205865583,0.591448054216191,0.5843180539198919,1.6666666666666665,1.6666666666666665,2288551,Link sharing
2288653,2288653,Action confirmation 1,Action confirmation 1,2.2217155360783467,2.223996811522268,0.5550488694116804,0.5573301448556015,1.6666666666666665,1.6666666666666665,2288551,Link sharing
2098594,2098594,Action confirmation 4,Action confirmation 4,2.1511453667025644,2.1376834170701566,0.48447870003589777,0.4710167504034903,1.6666666666666665,1.6666666666666665,2288551,Link sharing
2288601,2288601,Project sharing,Project sharing,4.871204863797442,4.876600073177636,0.8712048637974419,0.8766000731776364,4.0,4.0,2288601,Project sharing
319595,319595,Project sharing,Project sharing,4.650776841777841,4.6572468792954425,0.6507768417778403,0.6572468792954425,4.0,4.0,2288601,Project sharing
4824,4824,Social invitation card,Social invitation card,2.7250215071051933,2.7166496700027705,0.5583548404385268,0.549983003336104,2.1666666666666665,2.1666666666666665,2288601,Project sharing
2288629,2288629,Social invitation card,Social invitation card,2.6974914442863644,2.689110180070693,0.5308247776196977,0.5224435134040262,2.1666666666666665,2.1666666666666665,2288601,Project sharing
473736,473736,Page heading 2,Page heading 2,2.55345367468903,2.551003058246719,0.5117870080223639,0.5093363915800527,2.0416666666666665,2.0416666666666665,2288601,Project sharing
2288684,2288684,Toast message,Toast message,1.59833284562158,1.5500749900932589,0.5983328456215801,0.5500749900932588,1.0,1.0,2288684,Toast message
474095,474095,Toast message 2,Toast message 2,1.4011802532333109,1.3568061567251055,0.5934879455410033,0.5491138490327978,0.8076923076923077,0.8076923076923077,2288684,Toast message
474089,474089,Toast message 1,Toast message 1,1.3670836591684319,1.324933447096959,0.5593913514761243,0.5172411394046512,0.8076923076923077,0.8076923076923077,2288684,Toast message
2139535,2139535,Inline message 1,Inline message 1,1.2572680256425666,1.2636251027668857,0.991961903193587,0.9983189803179061,0.2653061224489796,0.2653061224489796,2288684,Toast message
473609,473609,Inline message 2,Inline message 2,1.247121472224292,1.2375708551153215,0.9726116683027234,0.9630610511937528,0.27450980392156865,0.27450980392156865,2288684,Toast message
319588,319588,Notification card,Notification card,1.9276302363609261,1.9254493824578693,0.927630236360926,0.9254493824578692,1.0,1.0,319588,Notification card
2288450,2288450,Snackbar,Snackbar,1.2693514532735433,1.2422411081238256,0.9215253663170215,0.8944150211673039,0.34782608695652173,0.34782608695652173,319588,Notification card
473525,473525,Action confirmation 2,Action confirmation 2,1.2365988519043531,1.2391124783177703,0.5045727081135034,0.5070863345269208,0.7320261437908496,0.7320261437908496,319588,Notification card
4849,2286525,Kanban card,Navigation drawer 2,1.1786152072811984,1.175107023559948,0.35049020728119845,0.8272809366034263,0.828125,0.34782608695652173,319588,Notification card
2286525,4849,Navigation drawer 2,Kanban card,1.1757568140342824,1.169478418164955,0.8279307270777607,0.3413534181649548,0.34782608695652173,0.828125,319588,Notification card
61331,61331,Collapsed menu sidebar,Collapsed menu sidebar,0.8017334401938169,0.5493663528022553,0.8017334401938169,0.5493663528022553,0.0,0.0,61331,Collapsed menu sidebar
4824,61330,Social invitation card,Icon menu sidebar,0.0,2.8337294373852148e-05,0.0,2.8337294373852148e-05,0.0,0.0,61331,Collapsed menu sidebar
474069,4824,Tabs with badges,Social invitation card,0.0,0.0,0.0,0.0,0.0,0.0,61331,Collapsed menu sidebar
319468,474069,Footer with newsletter,Tabs with badges,0.0,0.0,0.0,0.0,0.0,0.0,61331,Collapsed menu sidebar
319501,319468,Generic footer,Footer with newsletter,0.0,0.0,0.0,0.0,0.0,0.0,61331,Collapsed menu sidebar
319588,319588,Notification card,Notification card,2.74319330996402,2.7391520173113735,0.7431933099640199,0.7391520173113734,2.0,2.0,319588,Notification card
4849,4849,Kanban card,Kanban card,2.2013754030678507,2.1882942594131785,0.3732504030678506,0.3601692594131786,1.828125,1.828125,319588,Notification card
4848,4848,Message card,Message card,1.7874131520498602,1.7795737804834866,0.5711969358336438,0.5633575642672703,1.2162162162162162,1.2162162162162162,319588,Notification card
2288575,2288575,Message card,Message card,1.7819443420171033,1.7746439397765177,0.565728125800887,0.5584277235603013,1.2162162162162162,1.2162162162162162,319588,Notification card
2286525,2286525,Navigation drawer 2,Navigation drawer 2,1.766213647727132,1.7683635870172572,0.642756857603675,0.6449067968938003,1.123456790123457,1.123456790123457,319588,Notification card
2139535,2139535,Inline message 1,Inline message 1,1.9999999999999998,1.9908394274766645,0.9999999999999998,0.9908394274766645,1.0,1.0,2139535,Inline message 1
473604,473604,Inline message 1,Inline message 1,1.8554235416158296,1.8440770918135594,0.9998679860602739,0.9885215362580038,0.8555555555555555,0.8555555555555555,2139535,Inline message 1
473609,473609,Inline message 2,Inline message 2,1.256785376405959,1.2394492112104623,0.9764115446302581,0.9590753794347614,0.2803738317757009,0.2803738317757009,2139535,Inline message 1
319588,319588,Notification card,Notification card,1.0661879076038885,1.059887898672659,0.576677418093399,0.5703774091621694,0.48951048951048953,0.48951048951048953,2139535,Inline message 1
2098629,473640,Empty state,Loading spinner,0.9835274509109806,0.9905125043988808,0.662539796589993,0.8755699756632487,0.32098765432098764,0.11494252873563218,2139535,Inline message 1
2098810,2139479,Welcome modal 1,Media popup 1,2.8260927081721454,2.743676192845421,0.8260927081721453,0.743676192845421,2.0,2.0,2098810,Welcome modal 1
2098818,2098810,Welcome modal 2,Welcome modal 1,2.7346523874637105,2.4790756712057394,0.7346523874637106,0.4790756712057393,2.0,2.0,2098810,Welcome modal 1
2139478,2098818,Media popup 2,Welcome modal 2,2.708929836440279,2.4415876547757245,0.7089298364402792,0.4415876547757245,2.0,2.0,2098810,Welcome modal 1
2139479,2139478,Media popup 1,Media popup 2,2.6852613605126443,2.384639237095029,0.6852613605126441,0.38463923709502873,2.0,2.0,2098810,Welcome modal 1
4847,2288387,Job posting card,Multiple actions confirmation,1.9465205719938956,1.9106086031797216,0.8512824767558003,0.4490701416412598,1.0952380952380953,1.4615384615384617,2098810,Welcome modal 1
474046,474046,Tabs in pills,Tabs in pills,1.7295122616059495,1.7272234983978474,0.7295122616059495,0.7272234983978475,1.0,1.0,474046,Tabs in pills
2139488,2139488,Tabs in pills,Tabs in pills,1.715372634325739,1.7129323036307125,0.715372634325739,0.7129323036307126,1.0,1.0,474046,Tabs in pills
2098636,2098636,Floating banner,Floating banner,1.346634358289473,1.3449672741872702,0.7752057868609018,0.7735387027586988,0.5714285714285714,0.5714285714285714,474046,Tabs in pills
473769,473769,Pagination 3,Pagination 3,1.2309597358401476,1.2290693157877686,0.8976264025068144,0.8957359824544352,0.3333333333333333,0.3333333333333333,474046,Tabs in pills
2288653,2288653,Action confirmation 1,Action confirmation 1,1.205387833531796,1.2045158820547575,0.8303878335317961,0.8295158820547573,0.375,0.375,474046,Tabs in pills
2098636,2098636,Floating banner,Floating banner,2.7841001103567287,2.7836055288854187,0.7841001103567287,0.7836055288854187,2.0,2.0,2098636,Floating banner
2139479,2139479,Media popup 1,Media popup 1,1.7673679554743749,1.7743685624012517,0.6308600189664384,0.6378606258933152,1.1365079365079365,1.1365079365079365,2098636,Floating banner
2139478,2139478,Media popup 2,Media popup 2,1.5982049723802185,1.6015204417510114,0.461697035872282,0.46501250524307486,1.1365079365079365,1.1365079365079365,2098636,Floating banner
2139511,2139511,Floating banner,Floating banner,1.435360841352321,1.4238334768600105,0.4909163969078765,0.47938903241556613,0.9444444444444444,0.9444444444444444,2098636,Floating banner
2288653,2288653,Action confirmation 1,Action confirmation 1,1.3185216994502187,1.3225985521050112,0.6646482097558336,0.6687250624106259,0.6538734896943852,0.6538734896943852,2098636,Floating banner
2288531,2288531,Horizontal media card,Horizontal media card,1.8883491490960866,1.872863546462225,0.8883491490960866,0.872863546462225,1.0,1.0,2288531,Horizontal media card
4788,4788,Horizontal media card,Horizontal media card,1.6589209868210197,1.6483072077576333,0.6589209868210198,0.6483072077576332,1.0,1.0,2288531,Horizontal media card
2288641,4853,Vertical media card,Dashboard card with chart,1.5724832914391333,1.55390963335948,0.5724832914391332,0.55390963335948,1.0,1.0,2288531,Horizontal media card
4853,2288641,Dashboard card with chart,Vertical media card,1.5303357167364968,1.5245705508280252,0.5303357167364967,0.5245705508280253,1.0,1.0,2288531,Horizontal media card
4779,4779,Vertical media card,Vertical media card,1.4732649545116434,1.4268927537498084,0.47326495451164335,0.42689275374980845,1.0,1.0,2288531,Horizontal media card
2139535,2139535,Inline message 1,Inline message 1,1.9999999999999998,1.9929659976577911,0.9999999999999998,0.9929659976577911,1.0,1.0,2139535,Inline message 1
473604,473604,Inline message 1,Inline message 1,1.8554235416158296,1.8501633181793826,0.9998679860602739,0.994607762623827,0.8555555555555555,0.8555555555555555,2139535,Inline message 1
473609,473609,Inline message 2,Inline message 2,1.256785376405959,1.2655796709639953,0.9764115446302581,0.9852058391882943,0.2803738317757009,0.2803738317757009,2139535,Inline message 1
319588,319588,Notification card,Notification card,1.0661879076038885,1.050388500600129,0.576677418093399,0.5608780110896394,0.48951048951048953,0.48951048951048953,2139535,Inline message 1
2098629,2098629,Empty state,Empty state,0.9835274509109806,0.9891642416511144,0.662539796589993,0.6681765873301267,0.32098765432098764,0.32098765432098764,2139535,Inline message 1
2723,2723,Settings,Settings,3.862279093835409,3.8586651555866776,0.862279093835409,0.8586651555866776,3.0,3.0,2723,Settings
2724,2724,Generic form,Generic form,2.0910150716176763,2.0761230403825524,0.5799039605065652,0.5650119292714415,1.511111111111111,1.511111111111111,2723,Settings
319373,319373,Shipping information,Shipping information,1.3784063199122154,1.3679010753884226,0.4954698119757074,0.48496456745191474,0.8829365079365079,0.8829365079365079,2723,Settings
473532,473532,Button group,Button group,1.344818566116422,1.3531487486282976,0.487675708973565,0.4960058914854406,0.8571428571428571,0.8571428571428571,2723,Settings
2098714,2098714,Sign in 2,Sign in 2,1.3260181340099613,1.3141597115035997,0.6055053134971407,0.5936468909907793,0.7205128205128205,0.7205128205128205,2723,Settings
4802,4802,Contact card,Contact card,1.8741048711830883,1.8753270961901447,0.8741048711830883,0.8753270961901446,1.0,1.0,4802,Contact card
2288629,2288629,Social invitation card,Social invitation card,1.5614054975787006,1.5650051787446655,0.5614054975787006,0.5650051787446656,1.0,1.0,4802,Contact card
4824,4824,Social invitation card,Social invitation card,1.5382965796055488,1.5441113350938815,0.5382965796055487,0.5441113350938814,1.0,1.0,4802,Contact card
4817,4817,Social card,Social card,1.5051176215416622,1.5086485214414385,0.5051176215416622,0.5086485214414384,1.0,1.0,4802,Contact card
2288601,4835,Project sharing,Applicant profile card,1.4787244937941604,1.4826090247796055,0.6287244937941603,0.4826090247796056,0.85,1.0,4802,Contact card
4835,4835,Applicant profile card,Applicant profile card,2.914838626501551,2.914901508222425,0.9148386265015511,0.914901508222425,2.0,2.0,4835,Applicant profile card
4847,4847,Job posting card,Job posting card,2.080251918620949,2.094326130281099,0.5617334001024306,0.5758076117625802,1.5185185185185186,1.5185185185185186,4835,Applicant profile card
2288601,2288601,Project sharing,Project sharing,2.0245754737066495,2.0234488742345618,0.357908807039983,0.3567822075678953,1.6666666666666665,1.6666666666666665,4835,Applicant profile card
319546,319546,Feature guideline,Feature guideline,1.7478287073718426,1.7511138343283543,0.37745833700147247,0.38074346395798403,1.3703703703703702,1.3703703703703702,4835,Applicant profile card
4817,4817,Social card,Social card,1.7210431051551527,1.7356704985475582,0.6033960463316232,0.6180234397240287,1.1176470588235294,1.1176470588235294,4835,Applicant profile card
319468,319468,Footer with newsletter,Footer with newsletter,2.9185056190833816,2.9181818029084488,0.9185056190833817,0.9181818029084486,2.0,2.0,319501,Generic footer
319501,319501,Generic footer,Generic footer,2.877662943030978,2.877369376727094,0.8776629430309781,0.877369376727094,2.0,2.0,319501,Generic footer
319595,319595,Project sharing,Project sharing,1.3081069985757776,1.308074562627675,0.4414403319091108,0.4414078959610083,0.8666666666666667,0.8666666666666667,319501,Generic footer
473960,473960,Table with avatars,Table with avatars,1.2703761903820026,1.270464485038276,0.4328475862630095,0.4329358809192829,0.8375286041189931,0.8375286041189931,319501,Generic footer
2288601,2288601,Project sharing,Project sharing,1.2335645189599562,1.2336705173566267,0.40279528819072563,0.402901286587396,0.8307692307692307,0.8307692307692307,319501,Generic footer
473796,473796,Simple dropdown,Simple dropdown,0.6538854382503425,0.6332485697987471,0.6538854382503425,0.6332485697987471,0.0,0.0,2288403,Basic bottom sheet
2139458,2139458,Navigation drawer 1,Navigation drawer 1,0.5684233260552654,0.5707931028892222,0.5684233260552654,0.5707931028892222,0.0,0.0,2288403,Basic bottom sheet
473572,473572,Combo box,Combo box,0.5531232318501044,0.5416162068758077,0.5531232318501044,0.5416162068758077,0.0,0.0,2288403,Basic bottom sheet
2288403,2288403,Basic bottom sheet,Basic bottom sheet,0.49030891635570206,0.47635643318516485,0.49030891635570206,0.47635643318516485,0.0,0.0,2288403,Basic bottom sheet
48667,48667,Dashboard menu sidebar,Dashboard menu sidebar,0.4003328631589224,0.40216563526864574,0.4003328631589224,0.40216563526864574,0.0,0.0,2288403,Basic bottom sheet
4788,4788,Horizontal media card,Horizontal media card,1.8735690291184626,1.8735613290775037,0.8735690291184625,0.8735613290775037,1.0,1.0,4788,Horizontal media card
2288531,2288531,Horizontal media card,Horizontal media card,1.8269828626433453,1.8263412279109654,0.8269828626433452,0.8263412279109653,1.0,1.0,4788,Horizontal media card
319415,319415,Generic card (compact),Generic card (compact),1.5301225483387824,1.5298326693212188,0.7608917791080132,0.7606019000904496,0.7692307692307693,0.7692307692307693,4788,Horizontal media card
2288641,2288641,Vertical media card,Vertical media card,1.364085705505906,1.3629615292801622,0.36408570550590585,0.3629615292801621,1.0,1.0,4788,Horizontal media card
2098818,2098818,Welcome modal 2,Welcome modal 2,1.3159101119625023,1.3151748909338008,0.546679342731733,0.5459441217030314,0.7692307692307693,0.7692307692307693,4788,Horizontal media card
2098766,2098766,Stepper 1,Stepper 1,0.8432153876447902,0.8432877186875415,0.8432153876447902,0.8432877186875415,0.0,0.0,2098766,Stepper 1
473671,473671,Number input 2,Number input 2,0.5310611524599848,0.5389316465351051,0.5310611524599848,0.5389316465351051,0.0,0.0,2098766,Stepper 1
473678,473678,Number input 3,Number input 3,0.5309520705941649,0.5388174642583018,0.5309520705941649,0.5388174642583018,0.0,0.0,2098766,Stepper 1
2098801,2098801,Sticky banner,Sticky banner,0.5153199299367786,0.5233410799500037,0.5153199299367786,0.5233410799500037,0.0,0.0,2098766,Stepper 1
2288684,2288684,Toast message,Toast message,0.49096937322265133,0.4972746662850714,0.49096937322265133,0.4972746662850714,0.0,0.0,2098766,Stepper 1
2288653,2288653,Action confirmation 1,Action confirmation 1,2.740201713712747,2.7386172031337215,0.7402017137127469,0.7386172031337214,2.0,2.0,2288653,Action confirmation 1
473525,473525,Action confirmation 2,Action confirmation 2,2.653783079675358,2.6534342801957695,0.6537830796753582,0.6534342801957698,2.0,2.0,2288653,Action confirmation 1
2098594,2098594,Action confirmation 4,Action confirmation 4,2.60732070366053,2.628602270794808,0.6073207036605298,0.6286022707948076,2.0,2.0,2288653,Action confirmation 1
319537,319537,Action confirmation 1,Action confirmation 1,2.598486848775652,2.5957748755497425,0.5984868487756516,0.5957748755497423,2.0,2.0,2288653,Action confirmation 1
2288387,2288387,Multiple actions confirmation,Multiple actions confirmation,2.5335554753412657,2.560152783122658,0.5335554753412658,0.5601527831226577,2.0,2.0,2288653,Action confirmation 1
4817,4817,Social card,Social card,2.904502185512602,2.9079604623085733,0.9045021855126021,0.9079604623085733,2.0,2.0,4817,Social card
473736,473736,Page heading 2,Page heading 2,2.6931552648327934,2.697657979377348,0.6931552648327934,0.697657979377348,2.0,2.0,4817,Social card
2288629,2288629,Social invitation card,Social invitation card,1.9098097477237619,1.9119919645152004,0.44827128618530016,0.45045350297673864,1.4615384615384617,1.4615384615384617,4817,Social card
4824,4824,Social invitation card,Social invitation card,1.9078847723860595,1.9109545962988932,0.44634631084759785,0.4494161347604315,1.4615384615384617,1.4615384615384617,4817,Social card
4835,4835,Applicant profile card,Applicant profile card,1.7412829673360326,1.7435871294032554,0.6236359085125031,0.6259400705797259,1.1176470588235294,1.1176470588235294,4817,Social card
2288450,2288450,Snackbar,Snackbar,2.0,1.9818698614812096,1.0,0.9818698614812096,1.0,1.0,2288450,Snackbar
319588,319588,Notification card,Notification card,1.2026608803257695,1.1896291815563242,0.8548347933692477,0.8418030945998025,0.34782608695652173,0.34782608695652173,2288450,Snackbar
2286525,2286525,Navigation drawer 2,Navigation drawer 2,1.0829050130517794,1.0634403134769368,0.7495716797184462,0.7301069801436035,0.3333333333333333,0.3333333333333333,2288450,Snackbar
2288575,2288575,Message card,Message card,0.9961673310663777,0.9527019667869071,0.6520813095610013,0.6086159452815307,0.34408602150537637,0.34408602150537637,2288450,Snackbar
48667,48667,Dashboard menu sidebar,Dashboard menu sidebar,0.9800379438194724,0.9374676059419458,0.5514665152480438,0.5088961773705172,0.42857142857142855,0.42857142857142855,2288450,Snackbar
2288601,2288601,Project sharing,Project sharing,4.879320129114525,4.87878323036352,0.8793201291145255,0.87878323036352,4.0,4.0,319595,Project sharing
319595,319595,Project sharing,Project sharing,4.820938225883909,4.8182796710825135,0.8209382258839091,0.8182796710825135,4.0,4.0,319595,Project sharing
319395,319395,Sign in 1,Sign in 1,2.495098823863204,2.4946436174220437,0.5681146968790769,0.5676594904379165,1.926984126984127,1.926984126984127,319595,Project sharing
2098714,2098714,Sign in 2,Sign in 2,2.447723716359282,2.447885684058215,0.5207395893751547,0.5209015570740876,1.926984126984127,1.926984126984127,319595,Project sharing
4824,4824,Social invitation card,Social invitation card,2.3993512823059366,2.3874031584904842,0.4422084251630794,0.43026030134762716,1.957142857142857,1.957142857142857,319595,Project sharing
2288631,2288631,Top bar 2,Top bar 2,1.4821283104451441,1.4254154467122842,0.48212831044514426,0.42541544671228415,1.0,1.0,2288631,Top bar 2
48666,48666,Secondary header,Secondary header,1.3663634197675214,1.293577148490472,0.5663634197675215,0.49357714849047196,0.8,0.8,2288631,Top bar 2
2727,2727,Navigation header,Navigation header,1.2861274606949784,1.2219559081571936,0.4861274606949784,0.4219559081571936,0.8,0.8,2288631,Top bar 2
2726,2098806,Header with search box,Search box and button,1.205084767028804,1.219199055894872,0.405084767028804,0.41919905589487183,0.8,0.8,2288631,Top bar 2
2098806,2726,Search box and button,Header with search box,1.204081245909937,1.1339992762065223,0.404081245909937,0.33399927620652226,0.8,0.8,2288631,Top bar 2
473678,473678,Number input 3,Number input 3,1.7706685886780584,1.7705560249767944,0.7706685886780584,0.7705560249767945,1.0,1.0,473678,Number input 3
473671,473671,Number input 2,Number input 2,1.770544733367863,1.7704216619683066,0.7705447333678631,0.7704216619683067,1.0,1.0,473678,Number input 3
473664,473664,Number input 1,Number input 1,1.3074233080021536,1.3037347718495647,0.30742330800215356,0.3037347718495647,1.0,1.0,473678,Number input 3
319449,319449,Pricing card,Pricing card,1.0255836229487931,1.0252039621953088,0.35891695628212644,0.3585372955286422,0.6666666666666666,0.6666666666666666,473678,Number input 3
4849,4849,Kanban card,Kanban card,1.004869246685409,1.0039942752832565,0.3382025800187423,0.3373276086165898,0.6666666666666666,0.6666666666666666,473678,Number input 3
319546,319546,Feature guideline,Feature guideline,2.8784458998156888,2.8769004530367965,0.8784458998156887,0.8769004530367965,2.0,2.0,319546,Feature guideline
2098636,2098636,Floating banner,Floating banner,1.8722333004671654,1.8759353347672625,0.6008765165475675,0.6045785508476645,1.271356783919598,1.271356783919598,319546,Feature guideline
4847,4847,Job posting card,Job posting card,1.8718932268727624,1.8662917317397663,0.48119555245415774,0.4755940573211616,1.3906976744186046,1.3906976744186046,319546,Feature guideline
2288601,2288601,Project sharing,Project sharing,1.814585741458275,1.8225930194459559,0.5068934337659672,0.5149007117536483,1.3076923076923077,1.3076923076923077,319546,Feature guideline
4835,4835,Applicant profile card,Applicant profile card,1.7891716591409468,1.7818469753456898,0.4188012887705765,0.41147660497531957,1.3703703703703702,1.3703703703703702,319546,Feature guideline
2286525,2286525,Navigation drawer 2,Navigation drawer 2,2.8739187358825555,2.871034738032974,0.8739187358825556,0.8710347380329743,2.0,2.0,2286525,Navigation drawer 2
2728,2728,Simple menu sidebar,Simple menu sidebar,2.5797976249449004,2.5544053458955314,0.5797976249449004,0.5544053458955313,2.0,2.0,2286525,Navigation drawer 2
2729,2729,Multi-level menu sidebar,Multi-level menu sidebar,2.5621714946176097,2.537551780224071,0.5621714946176097,0.5375517802240707,2.0,2.0,2286525,Navigation drawer 2
319588,319588,Notification card,Notification card,2.338053132832494,2.3434888303976162,0.990227045875972,0.9956627434410944,1.3478260869565217,1.3478260869565217,2286525,Navigation drawer 2
473776,473776,Profile dropdown,Profile dropdown,2.153819545410316,2.1710265787970515,0.4663195454103161,0.4835265787970515,1.6875,1.6875,2286525,Navigation drawer 2
2288653,2288653,Action confirmation 1,Action confirmation 1,2.871338742045292,2.869903871357758,0.871338742045292,0.8699038713577579,2.0,2.0,473525,Action confirmation 2
473525,473525,Action confirmation 2,Action confirmation 2,2.8437976622401466,2.839809259918278,0.8437976622401469,0.8398092599182777,2.0,2.0,473525,Action confirmation 2
2139478,2139478,Media popup 2,Media popup 2,2.7205530568698704,2.72098332373345,0.7205530568698704,0.7209833237334501,2.0,2.0,473525,Action confirmation 2
2098594,2098594,Action confirmation 4,Action confirmation 4,2.6855694101042027,2.6836453168104697,0.6855694101042027,0.6836453168104695,2.0,2.0,473525,Action confirmation 2
319537,2288387,Action confirmation 1,Multiple actions confirmation,2.6793651930827873,2.682994553899344,0.6793651930827872,0.682994553899344,2.0,2.0,473525,Action confirmation 2
473776,473776,Profile dropdown,Profile dropdown,1.874534746244592,1.874881134657124,0.8745347462445922,0.874881134657124,1.0,1.0,473776,Profile dropdown
2288575,2288575,Message card,Message card,1.317492631311933,1.3272045918018902,0.37631616072369783,0.3860281212136548,0.9411764705882353,0.9411764705882353,473776,Profile dropdown
4848,4848,Message card,Message card,1.316364949309008,1.326026406743606,0.37518847872077266,0.3848499361553707,0.9411764705882353,0.9411764705882353,473776,Profile dropdown
2288601,2288601,Project sharing,Project sharing,1.1903680621641424,1.1915980649866507,0.19036806216414245,0.19159806498665072,1.0,1.0,473776,Profile dropdown
319595,319595,Project sharing,Project sharing,1.1836171592699751,1.1862098290733236,0.18361715926997504,0.18620982907332354,1.0,1.0,473776,Profile dropdown
